"","Id","Date","Time","WeightKg","WeightPounds","Fat","BMI","IsManualReport","LogId"
"1",1503960366,2016-04-05,"23:59:59",53.2999992370605,117.506384062611,22,22.9699993133545,TRUE,1459900799000
"2",1503960366,2016-05-02,"23:59:59",52.5999984741211,115.963146545323,22,22.6499996185303,TRUE,1462233599000
"3",1503960366,2016-05-03,"23:59:59",52.5999984741211,115.963146545323,,22.6499996185303,TRUE,1462319999000
"4",1927972279,2016-04-10,"18:33:26",129.600006103516,285.719105247709,,46.1699981689453,FALSE,1460313206000
"5",1927972279,2016-04-12,"01:08:52",133.5,294.317120016975,,47.5400009155273,FALSE,1460509732000
"6",2347167796,2016-04-03,"23:59:59",63.4000015258789,139.773077589277,10,24.7700004577637,TRUE,1459727999000
"7",2873212765,2016-04-06,"23:59:59",56.7000007629395,125.002104340889,,21.4500007629395,TRUE,1459987199000
"8",2873212765,2016-04-07,"23:59:59",57.2000007629395,126.104415651814,,21.6499996185303,TRUE,1460073599000
"9",2873212765,2016-04-21,"23:59:59",56.7000007629395,125.002104340889,,21.4500007629395,TRUE,1461283199000
"10",2873212765,2016-05-12,"23:59:59",57.2999992370605,126.324874550011,,21.6900005340576,TRUE,1463097599000
"11",2891001357,2016-04-05,"23:59:59",88.4000015258789,194.888643135527,,25.0300006866455,TRUE,1459900799000
"12",4319703577,2016-04-17,"23:59:59",72.4000015258789,159.614681185927,25,27.4500007629395,TRUE,1460937599000
"13",4319703577,2016-05-04,"23:59:59",72.3000030517578,159.394222287729,,27.3799991607666,TRUE,1462406399000
"14",4445114986,2016-03-30,"23:59:59",92.4000015258789,203.707133622927,,35.0099983215332,TRUE,1459382399000
"15",4558609924,2016-04-08,"23:59:59",69.4000015258789,153.000813320377,,27.1399993896484,TRUE,1460159999000
"16",4558609924,2016-04-18,"23:59:59",69.6999969482422,153.662190014971,,27.25,TRUE,1461023999000
"17",4558609924,2016-04-25,"23:59:59",70.3000030517578,154.984977044029,,27.4599990844727,TRUE,1461628799000
"18",4558609924,2016-05-01,"23:59:59",69.9000015258789,154.103124631302,,27.3199996948242,TRUE,1462147199000
"19",4558609924,2016-05-02,"23:59:59",69.1999969482422,152.559878704046,,27.0400009155273,TRUE,1462233599000
"20",4558609924,2016-05-09,"23:59:59",69.0999984741211,152.339419805848,,27,TRUE,1462838399000
"21",4702921684,2016-04-04,"23:59:59",99.6999969482422,219.800868670471,,26.1100006103516,TRUE,1459814399000
"22",5577150313,2016-04-17,"09:17:55",90.6999969482422,199.959265073821,,28,FALSE,1460884675000
"23",6962181067,2016-03-30,"23:59:59",61.5,135.584291243775,,24.0300006866455,TRUE,1459382399000
"24",6962181067,2016-03-31,"23:59:59",61.5,135.584291243775,,24.0300006866455,TRUE,1459468799000
"25",6962181067,2016-04-01,"23:59:59",60.9000015258789,134.261521034652,,23.7800006866455,TRUE,1459555199000
"26",6962181067,2016-04-02,"23:59:59",61.2000007629395,134.922906139214,,23.8899993896484,TRUE,1459641599000
"27",6962181067,2016-04-03,"23:59:59",61.5,135.584291243775,,24.0300006866455,TRUE,1459727999000
"28",6962181067,2016-04-04,"23:59:59",62.4000015258789,137.568454967427,,24.3500003814697,TRUE,1459814399000
"29",6962181067,2016-04-05,"23:59:59",61.7000007629395,136.025217450139,,24.1000003814697,TRUE,1459900799000
"30",6962181067,2016-04-06,"23:59:59",62.2000007629395,137.127528761064,,24.2800006866455,TRUE,1459987199000
"31",6962181067,2016-04-07,"23:59:59",62.2000007629395,137.127528761064,,24.2800006866455,TRUE,1460073599000
"32",6962181067,2016-04-08,"23:59:59",61.7000007629395,136.025217450139,,24.1000003814697,TRUE,1460159999000
"33",6962181067,2016-04-09,"23:59:59",62.0999984741211,136.907061452898,,24.2399997711182,TRUE,1460246399000
"34",6962181067,2016-04-10,"23:59:59",62.5,137.788913865625,,24.3899993896484,TRUE,1460332799000
"35",6962181067,2016-04-11,"23:59:59",62.2000007629395,137.127528761064,,24.2800006866455,TRUE,1460419199000
"36",6962181067,2016-04-12,"23:59:59",62.5,137.788913865625,,24.3899993896484,TRUE,1460505599000
"37",6962181067,2016-04-13,"23:59:59",62.0999984741211,136.907061452898,,24.2399997711182,TRUE,1460591999000
"38",6962181067,2016-04-14,"23:59:59",61.7000007629395,136.025217450139,,24.1000003814697,TRUE,1460678399000
"39",6962181067,2016-04-15,"23:59:59",61.5,135.584291243775,,24,TRUE,1460764799000
"40",6962181067,2016-04-16,"23:59:59",62,136.6866025547,,24.2099990844727,TRUE,1460851199000
"41",6962181067,2016-04-17,"23:59:59",61.4000015258789,135.363832345577,,23.9599990844727,TRUE,1460937599000
"42",6962181067,2016-04-18,"23:59:59",61.2000007629395,134.922906139214,,23.8899993896484,TRUE,1461023999000
"43",6962181067,2016-04-19,"23:59:59",61.4000015258789,135.363832345577,,23.9599990844727,TRUE,1461110399000
"44",6962181067,2016-04-20,"23:59:59",61.7000007629395,136.025217450139,,24.1000003814697,TRUE,1461196799000
"45",6962181067,2016-04-21,"23:59:59",61.4000015258789,135.363832345577,,23.9599990844727,TRUE,1461283199000
"46",6962181067,2016-04-22,"23:59:59",61.4000015258789,135.363832345577,,23.9599990844727,TRUE,1461369599000
"47",6962181067,2016-04-23,"23:59:59",61.5,135.584291243775,,24,TRUE,1461455999000
"48",6962181067,2016-04-24,"23:59:59",61.5,135.584291243775,,24,TRUE,1461542399000
"49",6962181067,2016-04-25,"23:59:59",61.7000007629395,136.025217450139,,24.1000003814697,TRUE,1461628799000
"50",6962181067,2016-04-27,"23:59:59",61.2000007629395,134.922906139214,,23.8899993896484,TRUE,1461801599000
"51",6962181067,2016-04-28,"23:59:59",61.2000007629395,134.922906139214,,23.8899993896484,TRUE,1461887999000
"52",6962181067,2016-04-29,"23:59:59",61.4000015258789,135.363832345577,,23.9599990844727,TRUE,1461974399000
"53",6962181067,2016-04-30,"23:59:59",61,134.48197993285,,23.8199996948242,TRUE,1462060799000
